NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
900047874,GRUPO AFIN FARMACEUTICA  SAS BIC,SUPERSOCIEDADES,ANTIOQUIA,SABANETA -ANTIOQUIA,COMERCIO,0.2,0.01,0.07,0.04,0.03
900619863,STORK LATAM S.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.2,0.01,0.14,0.09,0.06
900235088,TECPETROL COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.2,0.04,0.53,0.54,-0.0
860013779,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.2,0.01,0.15,0.05,0.1
860029978,SC JOHNSON & SON COLOMBIANA S.A.  SC JOHNSON & SON COLOMBIANA S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.2,0.0,0.08,0.06,0.03
900448470,HIERROS DE OCCIDENTE FERRETERIAS SAS,SUPERSOCIEDADES,RISARALDA,DOSQUEBRADAS-RISARALDA,COMERCIO,0.2,0.01,0.06,0.03,0.02
890331949,COBO MEDICAL SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.2,0.01,0.09,0.04,0.05
900477347,VITOL COLOMBIA CI SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.2,-0.0,0.4,0.32,0.08
900216225,SOLDADURAS WEST ARCO SAS,SUPERSOCIEDADES,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,MANUFACTURA,0.2,0.02,0.11,0.07,0.04
900478383,SOFTWAREONE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.2,-0.01,0.09,0.1,-0.01
890900016,AGENCIA DE AUTOMOVILES S.A. AGENCIA DE AUTOMOVILES S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.19,0.01,0.12,0.05,0.07
891900129,CARLOS SARMIENTO L. & CIA. INGENIO SANCARLOS S.A.,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.19,0.02,0.62,0.19,0.43
830039854,ECOLAB COLOMBIA S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.19,0.01,0.17,0.04,0.13
900261353,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,SUPERSALUD,ANTIOQUIA,RIONEGRO-ANTIOQUIA,SERVICIOS,0.19,0.0,0.29,0.18,0.12
890307885,PLASTICOS ESPECIALES S.A.S,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,0.19,0.01,0.25,0.15,0.1
860064081,HILANDERIA UNIVERSAL S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.19,0.01,0.22,0.12,0.1
890917465,GRIFFITH FOODS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MARINILLA-ANTIOQUIA,MANUFACTURA,0.19,0.01,0.13,0.06,0.07
805023423,SOCIEDAD N.S.D.R. S.A.S,SUPERSALUD,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,0.19,0.01,0.23,0.14,0.09
830002272,SERVIMED INSTITUCION PRESTADORA DE SERVICIOS DE SALUD S.A. SERVIMED I.P.S. S.A.,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.01,0.05,0.02,0.03
800166199,DELTEC S.A.,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.19,0.0,0.18,0.11,0.07
891200528,E.S.E. HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO,SUPERSALUD,NARIÑO,PASTO-NARIÑO,SERVICIOS,0.19,0.01,0.21,0.04,0.16
830093443,EXTRACTORA DEL SUR DE CASANARE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.19,0.0,0.05,0.03,0.02
890905065,EDATEL S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.17,0.01,0.54,0.24,0.3
800033159,DURMAN COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,MADRID-CUNDINAMARCA,MANUFACTURA,0.19,0.0,0.18,0.07,0.11
900757947,GE HEALTHCARE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.19,0.0,0.24,0.14,0.1
900297153,COASPHARMA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.19,0.0,0.18,0.16,0.02
800061228,GRUPO SAN PIO SAS,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.19,0.0,0.06,0.04,0.02
890300208,ARROCERA LA ESMERALDA SAS,SUPERSOCIEDADES,VALLE,JAMUNDI-VALLE,MANUFACTURA,0.19,0.0,0.13,0.09,0.04
890900043,COMPAÑIA COLOMBIANA DE TABACO S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.19,-0.01,0.54,0.49,0.05
890301054,TORRECAFE AGUILA ROJA Y CIA SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.19,0.0,0.18,0.03,0.14
860020369,SU OPORTUNO SERVICIO LTDA SOS,SUPERVIGILANCIA,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.19,0.01,0.07,0.02,0.05
860512466,SABANALAC SA,SUPERSOCIEDADES,CUNDINAMARCA,CAJICA-CUNDINAMARCA,MANUFACTURA,0.19,0.0,0.07,0.05,0.02
890904459,ACEROS MAPA SA,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.19,0.03,0.15,0.08,0.07
890911625,AVÍCOLA NACIONAL S.E,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,AGROPECUARIO,0.19,0.01,0.14,0.06,0.08
900569531,AUTOLAND SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.19,0.01,0.09,0.03,0.06
900396967,INDUSTRIAL ACEITERA DE CASANARE SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.19,0.02,0.12,0.04,0.08
805009691,JGB S.A.,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.19,0.0,0.13,0.08,0.04
800241958,HEWLETT PACKARD COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.03,0.29,0.18,0.11
900076998,ATENTO TELESERVICIOS ESPAÑA S.A. SUCURSAL EN COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.07,0.24,0.02,0.22
901167377,NUEVA GENERACION DE BEBIDAS SAS,SUPERSOCIEDADES,CAUCA,CALOTO-CAUCA,MANUFACTURA,0.19,-0.0,0.11,0.04,0.07
900091709,LICENCIAS ON LINE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.0,0.08,0.06,0.02
890302955,RECAMIER SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.19,0.01,0.16,0.1,0.05
830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.05,0.43,0.24,0.19
800093320,PROYECTOS DE INGENIERIA SA PROING SA,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,CONSTRUCCIÓN,0.19,0.01,0.13,0.05,0.08
900483014,AMCOR FLEXIBLES CALI S.A.S,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,0.19,0.01,0.21,0.12,0.08
900364615,ORGANIZACION SUMA SAS - EN REORGANIZACION,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,-0.01,0.24,0.29,-0.05
860032463,PERENCO COLOMBIA LIMITED,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.19,0.06,0.4,0.32,0.08
900356846,ORTIZ CONSTRUCCIONES Y PROYECTOS SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.19,0.0,0.51,0.37,0.15
900615557,DISTRIBUIDORA DE CARNES ET LOS MONOS SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.19,0.0,0.08,0.07,0.01
891600091,CCF DEL CHOCO,SUPERSALUD,CHOCO,QUIBDO-CHOCO,SERVICIOS,0.19,-0.0,0.03,0.03,0.0
830031757,DATA TOOLS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.01,0.12,0.06,0.06
860036892,RODRIGUEZ FRANCO Y CIA SCS ORGANIZACION NACIONAL DE COMERCIO ONLY,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.19,0.0,0.11,0.06,0.05
800241810,INDUSTRIA DE ELECTRODOMESTICOS S.A.S. INDUSEL S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,MANUFACTURA,0.19,0.0,0.4,0.25,0.15
860054546,MG CONSULTORES  SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,AGROPECUARIO,0.19,0.03,0.09,0.05,0.04
860002097,SEISSA S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,0.19,1.67,0.02,1.65
900251415,SOFTYS GACHANCIPÁ S.A.,SUPERSOCIEDADES,CUNDINAMARCA,GACHANCIPA-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.19,-0.0,0.36,0.16,0.2
890212868,AGROINDUSTRIAS DEL SUR DEL CESAR LTDA Y CIA SCA,SUPERSOCIEDADES,SANTANDER,FLORIDABLANCA-SANTANDER,MANUFACTURA,0.19,0.02,0.09,0.03,0.06
900292211,REFINADORA NACIONAL DE ACEITES Y GRASAS SAS,SUPERSOCIEDADES,VALLE,CANDELARIA-VALLE,MANUFACTURA,0.19,0.01,0.09,0.05,0.04
800069933,COMODIN SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.19,0.01,0.33,0.3,0.03
890911431,CONINSA RAMON H S.A,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.19,0.04,0.57,0.32,0.25
802011109,GRUPO LIMENTARIO DEL ATLANTICO S.A.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.19,-0.0,0.17,0.12,0.05
900248882,CLINICA PORTOAZUL S.A SIGLA CPA,SUPERSALUD,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,SERVICIOS,0.19,0.01,0.32,0.16,0.16
900872769,SKECHERS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.19,0.0,0.2,0.2,0.0
900038933,COMDATA COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.19,-0.01,0.18,0.18,-0.0
800198020,CARNES CASABLANCA  S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.18,-0.01,0.11,0.1,0.01
900723988,HMCL COLOMBIA SAS,SUPERSOCIEDADES,CAUCA,VILLA-RICA-CAUCA-CAUCA,MANUFACTURA,0.18,-0.01,0.17,0.15,0.02
900160905,PATTERSON-UTI INTERNATIONAL (COLOMBIA) LTDA S. DE R.L. SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.18,-0.01,0.26,0.03,0.23
890321567,CARVAJAL S.A.,SUPERFINANCIERA,VALLE,CALI-VALLE,SERVICIOS,0.18,0.14,1.64,0.75,0.89
890919549,CONQUIMICA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.18,0.01,0.1,0.07,0.02
900255181,HOGAR Y MODA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.18,0.01,0.14,0.06,0.07
890204199,AVIMOL S.A.S.,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,AGROPECUARIO,0.18,0.01,0.15,0.08,0.07
890114642,ARIS MINING MARMATO SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MINERO,0.18,0.0,0.3,0.06,0.24
800241602,FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.18,0.02,0.08,0.03,0.05
800071617,CUMMINS DE LOS ANDES S.A,SUPERSOCIEDADES,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,COMERCIO,0.18,0.0,0.18,0.15,0.03
811004786,MICRODENIER S.A.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.18,0.02,0.14,0.09,0.05
890100454,AGRO CORTEVA COLOMBIA SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.01,0.22,0.14,0.08
860001999,LUCTA GRANCOLOMBIANA S.A.S.,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,MANUFACTURA,0.18,0.03,0.16,0.04,0.12
830098290,INDUSTRIA COLOMBIANA DE PERFILES METALICOS SA,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.18,0.02,0.31,0.21,0.1
900351736,DREAM REST COLOMBIA SAS,SUPERSOCIEDADES,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,MANUFACTURA,0.18,-0.01,0.25,0.2,0.05
890203194,LABORATORIOS CHALVER DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.18,0.03,0.18,0.04,0.15
890201311,LEN IMPORTACIONES SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,0.18,0.02,0.25,0.15,0.1
817000747,COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS,SUPERSOCIEDADES,CAUCA,CALOTO-CAUCA,MANUFACTURA,0.18,0.0,0.19,0.12,0.07
890908493,COMESTIBLES DAN SA,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,0.18,0.0,0.14,0.1,0.04
860015888,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.18,-0.02,0.13,0.08,0.05
800250382,AMAREY NOVA MEDICAL S A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.01,0.16,0.09,0.06
830074144,GLOBALWINE & SPIRITS LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.01,0.16,0.11,0.04
890923691,RODRIGUEZ Y LONDOÑO S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.0,0.11,0.08,0.02
890205091,PRECOCIDOS DEL ORIENTE S.A.S,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,0.18,0.01,0.14,0.1,0.04
800042471,ARUS S.A.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.18,-0.0,0.11,0.08,0.03
900119072,SUPERMERCADOS MAS POR MENOS S.A.S,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,0.18,0.0,0.1,0.07,0.03
890301680,MOTORES DEL VALLE MOTOVALLE SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.18,0.0,0.16,0.11,0.05
890902165,LABORATORIO PROFESIONAL FARMACEUTICO S.A.S,SUPERSOCIEDADES,ANTIOQUIA,SABANETA -ANTIOQUIA,MANUFACTURA,0.18,0.01,0.17,0.12,0.05
900777063,SPORTY CITY S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.18,0.0,0.48,0.41,0.07
901335679,CAOBA INVERSIONES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.18,0.01,1.55,1.26,0.29
890911878,CARIBE MOTOR DE MEDELLIN S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.18,0.01,0.07,0.01,0.06
830513773,APPLUS NORCONTROL COLOMBIA LIMITADA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.18,0.0,0.13,0.07,0.06
860401826,PRODUCTOS ALIMENTICIOS EL RECREO S.A.S.,SUPERSOCIEDADES,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,MANUFACTURA,0.18,0.0,0.1,0.06,0.03
900172963,HLF COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.0,0.05,0.04,0.01
800041723,AMCOR RIGID PACKAGING DE COLOMBIA S.A.S.,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA -CUNDINAMARCA,MANUFACTURA,0.18,0.01,0.18,0.13,0.06
890208596,COMERCIALIZADORA INTERNACIONAL SANTANDEREANA DE ACEITES S.A.S,SUPERSOCIEDADES,SANTANDER,GIRON-SANTANDER,MANUFACTURA,0.18,0.0,0.12,0.07,0.04
800023551,C.I. FORTIA MINERALS S.A.S.,SUPERSOCIEDADES,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,COMERCIO,0.18,0.01,0.14,0.12,0.02
860000794,INDUSTRIAS SPRING SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.18,0.01,0.13,0.05,0.09
900073066,TRANCORA SAS,SUPERSOCIEDADES,CUNDINAMARCA,UBATE-CUNDINAMARCA,COMERCIO,0.18,0.01,0.03,0.01,0.03
811037075,LACTEOS BETANIA S.A.,SUPERSOCIEDADES,ANTIOQUIA,SANTA ROSA DE OSOS-ANTIOQUIA,MANUFACTURA,0.18,0.0,0.04,0.03,0.01
900307098,C.I. MINER COQUE DE COLOMBIA LTDA,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,COMERCIO,0.18,0.03,0.09,0.04,0.04
890982608,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.18,0.01,0.18,0.02,0.16
860053831,COMERCIAL ALLAN SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.18,0.01,0.11,0.09,0.02
860532244,ZULUAGA & SOTO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.0,0.06,0.03,0.03
860507710,AUTOSTOK SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,COMERCIO,0.18,0.0,0.07,0.05,0.02
800057310,NEC DE COLOMBIA SA  NEC DE COLOMBIA SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,0.01,0.14,0.12,0.02
890209157,ACEBEDO SILVA S.A.,SUPERSOCIEDADES,SANTANDER,GIRON-SANTANDER,AGROPECUARIO,0.18,0.01,0.08,0.03,0.04
811037781,MUNDIAL DE GRANOS Y PANELAS S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.18,0.0,0.02,0.01,0.01
890910715,FERROSVEL SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.18,0.01,0.07,0.04,0.02
890926803,ESTUDIO DE MODA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.18,0.01,0.16,0.1,0.06
802009120,C.I PROCAPS S.A,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.18,0.01,0.1,0.11,-0.01
890204396,MOLINOS SAN MIGUEL SAS,SUPERSOCIEDADES,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,0.18,0.01,0.07,0.02,0.05
800010866,EXPERTOS SEGURIDAD LTDA,SUPERVIGILANCIA,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.18,0.0,0.04,0.02,0.02
901137699,MINISO COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.18,-0.01,0.17,0.17,0.01
860014923,CARACOL S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.18,0.0,0.19,0.11,0.08
900339803,EXTRACTORA LA GLORIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.18,0.02,0.13,0.08,0.06
890931835,DISMERCA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.18,0.01,0.07,0.05,0.02
900045328,MOVILGAS LIMITADA,SUPERSOCIEDADES,META,VILLAVICENCIO-META,COMERCIO,0.18,0.0,0.04,0.02,0.02
830011337,CLARIANT COLOMBIA SA,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,0.18,0.02,0.1,0.07,0.04
800086042,INACAR SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.18,0.03,0.36,0.18,0.18
891401711,INDUSTRIAS ELECTROMECANICAS MAGNETRON SAS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,0.18,0.01,0.19,0.15,0.05
816006799,BUSSCAR DE COLOMBIA SAS EN REORGANIZACION,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,MANUFACTURA,0.18,-0.01,0.17,0.11,0.06
900614334,YILCOQUE SAS,SUPERSOCIEDADES,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,MANUFACTURA,0.18,0.03,0.09,0.05,0.04
900655891,UNIDAD DE INFRAESTRUCTURA  Y CONSTRUCCIONES ASOCIADAS SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.18,0.01,0.69,0.51,0.18
890900085,LOCERIA COLOMBIANA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,CALDAS-ANTIOQUIA,MANUFACTURA,0.18,0.02,0.16,0.08,0.08
830063800,COVAL COMERCIAL SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,0.18,0.01,0.06,0.03,0.02
860001778,INDUSTRIAS IVOR SA CASA INGLESA,SUPERSOCIEDADES,CUNDINAMARCA,TENJO -CUNDINAMARCA,COMERCIO,0.18,0.0,0.08,0.04,0.04
891200209,FUNDACION HOSPITAL SAN PEDRO,SUPERSALUD,NARIÑO,PASTO-NARIÑO,SERVICIOS,0.18,0.02,0.28,0.07,0.21
900470642,CLINICA MEDICAL DUARTE,SUPERSALUD,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,SERVICIOS,0.18,0.05,0.23,0.02,0.2
900566287,EEB GAS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.18,0.18,1.08,0.0,1.08
800106404,OCUPAR TEMPORALES SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.17,0.0,0.04,0.02,0.02
900720625,TOP DRILLING COMPANY SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.18,0.01,0.21,0.1,0.1
830095169,DSM NUTRITIONAL PRODUCTS COLOMBIA SA,SUPERSOCIEDADES,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,MANUFACTURA,0.17,0.01,0.11,0.08,0.04
806007073,C.I. MEXICHEM COMPUESTOS COLOMBIA SAS,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,0.17,-0.0,0.12,0.05,0.07
800251710,COMERCIALIZADORA INTERNACIONAL CI PISCICOLA NEW YORK SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,AGROPECUARIO,0.17,0.01,0.11,0.07,0.04
900416386,ZONA FRANCA INDUSTRIAL COLMOTORES SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.17,0.02,0.17,0.06,0.12
800067861,COMPAÑIA IBEROAMERICANA DE PLASTICOS S.A.S,SUPERSOCIEDADES,CUNDINAMARCA,MADRID-CUNDINAMARCA,MANUFACTURA,0.17,0.01,0.29,0.1,0.19
900018975,CASS CONSTRUCTORES SAS,SUPERSOCIEDADES,CUNDINAMARCA,CHIA-CUNDINAMARCA,CONSTRUCCIÓN,0.17,0.01,0.94,0.75,0.19
800229172,POLYBOL S A S,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,0.17,0.02,0.17,0.11,0.06
890311341,LISTOS SAS,SUPERSOCIEDADES,VALLE,CALI-VALLE,SERVICIOS,0.17,0.0,0.03,0.02,0.01
900241784,AUTOMOTRIZ ESCANDINAVA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.01,0.12,0.1,0.02
811038881,HUMAX PHARMACEUTICAL S.A.,SUPERSOCIEDADES,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,MANUFACTURA,0.17,0.01,0.18,0.06,0.12
