NIT,RAZÓN_SOCIAL,SUPERVISOR,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES,GANANCIA_PÉRDIDA,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO
800239471,EPSON COLOMBIA LTDA,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,0.17,-0.0,0.08,0.09,-0.02
800026404,SALIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.0,0.08,0.05,0.03
804006601,BAGUER SAS,SUPERSOCIEDADES,SANTANDER,GIRON-SANTANDER,COMERCIO,0.17,0.0,0.19,0.14,0.05
806006435,JUANAUTOS EL CERRO S.A.S,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,COMERCIO,0.17,0.01,0.07,0.04,0.02
900581702,CLINICA DE URGENCIAS BUCARAMANGA S.A.S,SUPERSALUD,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,0.17,0.01,0.11,0.05,0.05
860025639,MITSUBISHI ELECTRIC DE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.02,0.31,0.08,0.23
802007207,AUTOTROPICAL S.A.S.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.17,0.01,0.06,0.03,0.03
891855029,HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.,SUPERSALUD,CASANARE,YOPAL-CASANARE,SERVICIOS,0.17,0.0,0.2,0.04,0.16
900199922,GENOMMA LAB COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.02,0.06,0.04,0.02
900089825,ADAMA COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.0,0.19,0.17,0.02
860035047,INTERAMERICANA DE PRODUCTOS QUIMICOS SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.17,0.02,0.14,0.06,0.08
901253015,EQUIREN VEHICULOS Y MAQUINARIAS S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.17,0.02,0.63,0.29,0.34
811021363,UNIPLES SA,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,0.17,0.0,0.06,0.04,0.03
800159244,AUTOMOTORA NORTE Y SUR LTDA,SUPERSOCIEDADES,VALLE,CALI-VALLE,COMERCIO,0.17,0.01,0.03,0.02,0.01
810000450,CONTACTAMOS SAS,SUPERSOCIEDADES,CALDAS,MANIZALES-CALDAS,SERVICIOS,0.17,0.0,0.02,0.02,0.0
860015547,MMS COMUNICACIONES COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.17,0.02,0.25,0.18,0.07
830051740,PROTEX SAS,SUPERSOCIEDADES,CUNDINAMARCA,FUNZA -CUNDINAMARCA,COMERCIO,0.17,0.02,0.11,0.04,0.06
800255713,PRODUCTOS LACTEOS COLFRANCE CPS EN C EN REORGANIZACION,SUPERSOCIEDADES,CUNDINAMARCA,FUQUENE-CUNDINAMARCA-CUNDINAMARCA,MANUFACTURA,0.17,0.0,0.1,0.07,0.03
860024586,PAVIMENTOS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.17,0.03,1.19,0.59,0.59
891304849,INGENIERIA MAQUINARIA Y EQUIPOS DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,VALLE,PALMIRA-VALLE,COMERCIO,0.17,0.01,0.13,0.08,0.05
890906119,NUVANT S.A.S,SUPERSOCIEDADES,ANTIOQUIA,SABANETA -ANTIOQUIA,MANUFACTURA,0.17,-0.0,0.25,0.15,0.11
890101676,FABRICA DE BOLSAS DE PAPEL UNIBOL SAS,SUPERSOCIEDADES,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,0.17,0.0,0.24,0.13,0.11
900759454,DENTIX COLOMBIA SAS,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.17,0.01,0.23,0.14,0.1
824001041,CLINICA MEDICOS S.A.,SUPERSALUD,CESAR,VALLEDUPAR-CESAR,SERVICIOS,0.17,0.02,0.33,0.15,0.18
890903995,AGAVAL S.A.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.17,0.0,0.14,0.08,0.06
800129856,CLINICA DE LA COSTA LTDA,SUPERSALUD,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.17,0.01,0.14,0.06,0.08
890922487,DAR AYUDA TEMPORAL SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.17,0.0,0.03,0.02,0.01
800084728,DISTRIBUIDORA MAYORISTA DE AUTOMOVILES S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.0,0.06,0.04,0.02
860049921,SGS COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.17,0.03,0.29,0.09,0.2
860013704,GASES INDUSTRIALES DE COLOMBIA S.A CRYOGAS S.A.,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,0.17,0.01,0.23,0.04,0.19
800179966,IPS CLINICA REINA CATALINA S.A.S.,SUPERSALUD,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.17,0.02,0.21,0.07,0.14
900038926,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.17,0.0,0.11,0.09,0.02
901067786,GESTION Y OPERACION DE LA COSTA SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.17,0.0,0.05,0.03,0.01
811020107,FLORES EL CAPIRO SA,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,AGROPECUARIO,0.17,0.02,0.18,0.1,0.08
800000750,PETROSANTANDER COLOMBIA GMBH,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.17,0.01,0.51,0.14,0.36
900474313,ACEITES Y GRASAS DEL CATATUMBO SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.17,0.0,0.09,0.07,0.01
800165815,TEXTILES 1X1 S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.17,0.0,0.14,0.1,0.04
860078024,JORGE CORTES MORA Y CIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,COMERCIO,0.17,0.0,0.06,0.02,0.04
800116749,EXTRACTORA MONTERREY SA EXTRACTORA MONTERREY SA S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.17,0.01,0.08,0.03,0.05
800221591,CENTRO ACEROS DEL CARIBE LTDA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.17,0.02,0.14,0.09,0.05
830510909,RIVERCOL SAS,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,COMERCIO,0.17,0.01,0.05,0.03,0.01
802005075,ACEITES S.A.,SUPERSOCIEDADES,MAGDALENA,SANTA MARTA-MAGDALENA,MANUFACTURA,0.17,0.01,0.09,0.04,0.05
800021137,AGRÍCOLA SARA PALMA S.A.SD,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,AGROPECUARIO,0.17,0.01,0.25,0.08,0.17
900425918,TOTALENERGIES MARKETING COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.17,0.01,0.09,0.07,0.01
809009050,EMBOTELLADORA DE BEBIDAS DEL TOLIMA SA,SUPERSOCIEDADES,TOLIMA,MARIQUITA-TOLIMA,MANUFACTURA,0.17,0.01,0.12,0.09,0.03
900149606,EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.16,-0.01,0.16,0.03,0.13
830045768,VPC COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,-0.0,0.05,0.05,0.0
830039229,BOSTON SCIENTIFIC COLOMBIA LIMITADA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.02,0.14,0.08,0.06
890301291,ELI LILLY INTERAMERICA INC,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.0,0.16,0.02,0.14
890906347,E.S.E. HOSPITAL MANUEL URIBE ANGEL,SUPERSALUD,ANTIOQUIA,ENVIGADO-ANTIOQUIA,SERVICIOS,0.16,0.0,0.18,0.03,0.14
900055635,INVERSIONES LIGOL SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.01,0.05,0.01,0.04
800150223,PRIMATELA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.01,0.16,0.09,0.08
806008047,BDP COLOMBIA SAS,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,0.16,0.01,0.05,0.04,0.02
890903910,RADIO CADENA NACIONAL SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.01,0.29,0.06,0.23
860048429,AGROEXPORT DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.0,0.07,0.05,0.02
900042103,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,SUPERSALUD,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,0.16,0.03,0.12,0.09,0.04
900570383,ACEROS TURIA DE COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.16,0.0,0.1,0.11,-0.01
800148119,GRASAS Y DERIVADOS S.A.- GRADESA S.A.,SUPERSOCIEDADES,MAGDALENA,CIENAGA-MAGDALENA,MANUFACTURA,0.16,0.0,0.11,0.07,0.04
900083863,CENTRAL LECHERA DE MANIZALES S.A,SUPERSOCIEDADES,CALDAS,MANIZALES-CALDAS,MANUFACTURA,0.16,0.0,0.07,0.04,0.03
860513290,PRODUCTORES DE ENVASES FARMACEUTICOS SAS PROENFAR SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.16,0.01,0.22,0.11,0.11
890323239,SUMMAR TEMPORALES SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.03,0.01,0.01
830037955,MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.16,0.0,0.09,0.08,0.01
800029899,INGENIERIA Y VIAS SAS BIC,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.16,0.0,0.18,0.12,0.06
891501676,ESE HOSPITAL SUSANA LOPEZ DE VALENCIA,SUPERSALUD,CAUCA,POPAYAN-CAUCA,SERVICIOS,0.16,0.03,0.16,0.02,0.14
900275698,PANDAPAN DISTRIBUCIONES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,LA ESTRELLA-ANTIOQUIA,COMERCIO,0.16,0.0,0.06,0.05,0.01
900710164,GONVARRI MS COLOMBIA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,0.16,0.0,0.18,0.15,0.03
900642557,INVERSIONES VAQUITA EXPRESS SAS,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,0.16,0.0,0.04,0.04,0.01
860000018,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.27,0.25,0.02
832000662,VENTAS Y MARCAS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.0,0.11,0.09,0.02
900469230,BIGFOOT COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,-0.03,0.08,0.11,-0.03
830027386,OMYA ANDINA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.16,0.01,0.23,0.09,0.14
800087297,SPECTRUM BRANDS CORP SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.0,0.13,0.11,0.02
817000865,METALMECANICAS DEL SUR S.A.,SUPERSOCIEDADES,CAUCA,GUACHENÉ-CAUCA,MANUFACTURA,0.16,0.03,0.2,0.13,0.07
800231235,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,SUPERSALUD,RISARALDA,PEREIRA-RISARALDA,SERVICIOS,0.16,0.0,0.23,0.07,0.15
800099903,CARVAJAL EDUCACION S.A.S.,SUPERSOCIEDADES,VALLE,YUMBO-VALLE,MANUFACTURA,0.16,-0.01,0.35,0.35,0.0
890912426,PEREZ Y CARDONA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.16,0.0,0.15,0.09,0.06
800149026,INSTITUTO DE CANCEROLOGIA S.A,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.16,0.01,0.14,0.1,0.04
860031768,GREMCA AGRICULTURA Y ENERGIA SOSTENIBLE S.A.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,AGROPECUARIO,0.16,0.01,0.22,0.08,0.14
900389156,SOFTLINE INTERNATIONAL DE COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,SERVICIOS,0.16,-0.0,0.08,0.08,0.0
900800051,CPA DISTRIBUCIÓN DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.01,0.06,0.03,0.03
900249297,COMERCIALIZADORA DE SERVICIOS FINANCIEROS SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.01,0.05,0.03,0.03
817000790,FORSA S.A,SUPERSOCIEDADES,CAUCA,GUACHENÉ-CAUCA,MANUFACTURA,0.16,0.01,0.14,0.1,0.04
800201668,SEGURIDAD ONCOR LTDA,SUPERVIGILANCIA,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.13,0.07,0.06
890112179,COMPAÑIA ENVASADORA DEL ATLANTICO SAS,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.16,0.05,0.18,0.02,0.17
860068255,COMPAÑIA DE SERVICIOS Y ADMINISTRACION S.A SERDAN S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.23,0.13,0.1
890929647,QUIMICOS Y PLASTICOS INDUSTRIALES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,0.16,0.01,0.12,0.07,0.04
800057965,VISION SOFTWARE SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.05,0.04,0.02
800034825,COMERCIALIZADORA INTERNACIONAL ANTILLANA S.A,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,AGROPECUARIO,0.16,0.01,0.08,0.06,0.03
812005522,FUNDACION AMIGOS DE LA SALUD,SUPERSALUD,CORDOBA,MONTERIA-CORDOBA,SERVICIOS,0.16,0.0,0.16,0.03,0.13
806014553,TUVACOL S.A.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,0.16,0.02,0.19,0.12,0.07
900578105,CORPORACIÓN SALUD UN,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.01,0.08,0.06,0.02
860041312,C.I. PRODECO S.A.,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MINERO,0.16,-0.58,1.37,5.06,-3.69
817001528,PAVCO DE OCCIDENTE S.A.S.,SUPERSOCIEDADES,CAUCA,GUACHENÉ-CAUCA,MANUFACTURA,0.16,-0.0,0.13,0.08,0.05
800197601,ANGIOGRAFIA DE OCCIDENTE S.A.,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.16,0.04,0.27,0.07,0.2
900114122,EXTRACTORA MARIA LA BAJA SA,SUPERSOCIEDADES,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,0.16,0.0,0.05,0.04,0.02
890302629,CONSTRUCTORA MELENDEZ S.A.,SUPERSOCIEDADES,VALLE,CALI-VALLE,CONSTRUCCIÓN,0.16,0.01,0.31,0.2,0.11
900392658,SOLUCIONES LABORALES HORIZONTE SAS BIC,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.02,0.01,0.01
811003604,TRILLADORA LA MONTAÑA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,0.16,0.0,0.04,0.01,0.03
890910591,EXPLANAN SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,0.16,0.01,0.14,0.07,0.06
900548102,AZTECA COMUNICACIONES COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,-0.05,0.42,0.43,-0.02
900089005,AMERISUR EXPLORACION COLOMBIA LIMITADA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MINERO,0.16,0.03,0.43,0.13,0.3
800045797,INDUSTRIAS ALIADAS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.16,0.02,0.13,0.04,0.09
860450780,SERVISION DE COLOMBIA LIMITADA,SUPERVIGILANCIA,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.0,0.04,0.02,0.02
830129289,SOLARTE NACIONAL DE CONSTRUCCIONES S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,CONSTRUCCIÓN,0.16,0.0,0.38,0.26,0.12
830033206,INVERSIONES EN RECREACION DEPORTE Y SALUD S A,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.16,-0.03,0.51,0.53,-0.02
900896197,AUTOMOTORES FRANCIA S.A.S.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.0,0.06,0.04,0.01
830087848,TUGO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.16,0.01,0.12,0.1,0.02
901180732,AMAZON OPERATION SERVICES COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.16,0.01,0.15,0.04,0.11
890900424,MICROPLAST ANTONIO PALACIO & CIA SAS,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.16,0.02,0.27,0.05,0.22
800118334,BELLEZA EXPRESS SA,SUPERSOCIEDADES,VALLE,CALI-VALLE,MANUFACTURA,0.16,0.01,0.19,0.07,0.11
811009393,LABORLABORATORIOS DELTA SAS ATORIOS DELTA SAS,SUPERSOCIEDADES,ANTIOQUIA,RIONEGRO-ANTIOQUIA,COMERCIO,0.16,0.01,0.11,0.08,0.03
901109330,MITAYOS ZONA FRANCA SAS BIC,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.15,0.0,0.02,0.01,0.01
900407111,GENCELL PHARMA S.A.S,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.15,0.04,0.1,0.03,0.06
900265172,CONSTRUCCION Y DESARROLLO BOLIVAR S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.15,0.15,1.19,0.0,1.19
800221724,"PRODUCTORA DE INSUMOS AGROPECUARIOS, SOMEX S.A.",SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,0.15,0.0,0.1,0.08,0.02
860026442,B BRAUN MEDICAL S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.0,0.11,0.06,0.05
800250634,MEDICINA INTEGRAL S.A.,SUPERSALUD,CORDOBA,MONTERIA-CORDOBA,SERVICIOS,0.15,0.0,0.09,0.05,0.04
900810414,DRINKS DE COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,GIRARDOTA -ANTIOQUIA,MANUFACTURA,0.15,0.01,0.14,0.11,0.03
900891513,CLINICA NUEVA RAFAEL URIBE URIBE SAS,SUPERSALUD,VALLE,CALI-VALLE,SERVICIOS,0.15,0.01,0.07,0.06,0.01
800128680,REENCAFE SAS,SUPERSOCIEDADES,RISARALDA,PEREIRA-RISARALDA,COMERCIO,0.15,0.01,0.09,0.05,0.04
811046900,CLINICA CARDIO VID,SUPERSALUD,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,0.15,0.0,0.11,0.06,0.05
900098476,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.15,0.0,0.15,0.09,0.06
900517378,CSP DE COLOMBIA LTDA,SUPERSOCIEDADES,ATLANTICO,MALAMBO-ATLANTICO,MANUFACTURA,0.15,-0.01,0.38,0.3,0.09
860052989,SUTEX SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,COMERCIO,0.15,0.01,0.22,0.15,0.07
901065873,PLUS + ENERGY S.A.S,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.0,0.07,0.04,0.03
900297009,FRESENIUS MEDICAL CARE ANDINA SAS,SUPERSOCIEDADES,CUNDINAMARCA,COTA -CUNDINAMARCA,MANUFACTURA,0.15,0.01,0.29,0.1,0.19
800044807,STEPAN COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.15,0.01,0.11,0.05,0.05
890901298,DYNA Y CIA S.A,SUPERSOCIEDADES,ANTIOQUIA,BELLO-ANTIOQUIA,COMERCIO,0.15,0.01,0.1,0.07,0.04
901140179,INVERSIONES DUQUIN SAS,SUPERSOCIEDADES,BOLIVAR,CARTAGENA-BOLIVAR,COMERCIO,0.15,0.0,0.06,0.05,0.02
800026092,HB FULLER COLOMBIA SAS,SUPERSOCIEDADES,ANTIOQUIA,RIONEGRO-ANTIOQUIA,MANUFACTURA,0.15,0.02,0.15,0.04,0.1
800247851,TUYOMOTOR S.A.S,SUPERSOCIEDADES,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,0.15,0.0,0.04,0.02,0.02
890942310,AYURA MOTOR S.A.,SUPERSOCIEDADES,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,0.15,0.01,0.09,0.04,0.05
822000851,DISTRIBUCIONES HERNANDEZ GOMEZ LTDA,SUPERSOCIEDADES,META,VILLAVICENCIO-META,COMERCIO,0.15,0.0,0.03,0.02,0.01
901299665,FINCIMEC SPA SUCURSAL COLOMBIA FINCIMEC SPA SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.15,0.0,0.05,0.04,0.01
900039999,BERLLANO S.A.,SUPERSOCIEDADES,ANTIOQUIA,REMEDIOS-ANTIOQUIA,COMERCIO,0.15,0.0,0.01,0.01,0.0
860009397,FARMA DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.02,0.08,0.04,0.04
830059718,AECSA SA,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,SERVICIOS,0.15,0.02,0.13,0.05,0.08
860518811,QUIMICA COSMOS S.A,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.15,0.01,0.09,0.05,0.04
860527960,WESCO SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.01,0.21,0.14,0.07
901181764,C.I UPFIELD COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,-0.0,0.19,0.08,0.11
891903528,INVERSIONES ECHEVERRI BARSA SAS,SUPERSOCIEDADES,VALLE,CARTAGO-VALLE,COMERCIO,0.15,0.0,0.01,0.01,0.0
830065609,CHANEME COMERCIAL S.A.,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.01,0.19,0.09,0.1
900149596,ASISFARMA S.A.,SUPERSALUD,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.01,0.1,0.07,0.03
830057706,BRIDGESTONE DE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,COMERCIO,0.15,0.0,0.1,0.1,0.01
900397763,SOCIEDAD CLINICA IBEROAMERICA S.A.S.,SUPERSALUD,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,0.15,0.01,0.11,0.06,0.05
860034812,PELICULAS EXTRUIDAS S A S PELEX S AS,SUPERSOCIEDADES,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,MANUFACTURA,0.15,0.0,0.11,0.06,0.04
